Saison;periode;labels;indice;FID;COMMENT;B;T;E;X;7_ane;8_ane;9_ane;10_ane;13_ane;14_ane;15_ane;16_ane;1_M_2_PA;BTM;AcAcBE;Carene;Pinene;Thujone;1_6ol_2_E;FormicAcid;aceticacid;NonanoicAc;DecanoicAc;Octanal;Nonanal;Decanal
été;CA2;ECA229;29;11;B07;115,8782716;230,2060306;260,6268444;1108,597735;57,57176437;94,47358366;177,9896884;394,3859163;3218,708585;5311,736209;634,3079331;1122,013941;434,7403743;454,471842;328,2361455;0;184,9399195;0;167,7566663;962,2996175;393,0034765;483,2314556;620,8703698;266,3342173;594,7807217;1307,577395
été;CA2;ECA230;30;12;B03;132,9059754;381,0718312;355,4737394;1552,851298;82,56053473;0;274,6197786;480,3240983;4153,668774;5459,467656;805,6569191;1289,771185;599,1418906;492,5640934;364,5120573;182,3181665;200,3600803;0;0;1383,805387;720,6774892;846,1399587;1315,0347;513,8483562;1042,976111;2909,971114
été;CA2;ECA231;31;13;B08;87,26561252;354,7874367;0;1777,629174;59,48736438;113,0209656;221,3774554;401,3718377;3894,884005;1460,345241;696,9355784;1487,651067;700,198658;377,3012532;366,6517845;0;136,914012;0;121,3100995;1201,905861;525,886091;520,3703671;846,4271591;53,61705509;0;0
été;CA2;ECA232;32;14;B13;103,417565;273,9046394;371,195072;1114,945318;55,48204995;98,873133;172,9938923;322,5778641;3464,975912;4722,247789;640,2456722;1139,244619;0;366,5201725;286,200613;0;125,5285405;0;112,3109659;1016,27347;498,8347018;0;1046,247211;95,18183993;226,6822705;659,3137336
été;CA2;ECA233;33;15;B14;112,834768;229,4929049;306,1832769;1336,197734;56,33111834;89,72469784;166,788891;397,5589043;3581,044141;5330,969921;0;1766,719614;618,5265068;396,7499732;269,0459485;0;48,25102326;0;97,1662942;1258,817034;649,9509327;536,3366732;955,4816243;179,1298879;335,4654152;907,4878012
été;CA2;ECA234;34;16;B15;107,6678208;675,6508513;837,0204246;3600,17096;69,00620415;121,7635807;245,9956871;676,9599267;4015,99921;6375,676739;905,9131177;1775,461981;1035,505263;897,1375175;677,2383873;0;0;0;111,065255;1132,821357;381,7280333;521,1147531;0;202,7049924;538,7394739;1783,066333
été;CA2;ECA235;35;17;B04;97,09364126;257,7864389;309,1737127;1312,240476;81,93473443;153,4304671;258,8958692;497,5363348;3244,639783;4675,258691;609,4444675;1496,093439;590,836464;585,9350213;381,7647997;0;182,3303065;0;208,6033675;840,1713411;397,3403405;982,653116;862,1807476;439,5801611;817,8001796;1232,579942
été;CA2;ECA236;36;18;B09;108,5047543;376,5620117;594,6838003;2703,499537;110,2763762;144,3012618;268,8964174;527,1545809;4406,02847;8625,636497;1109,305957;1626,473812;1549,288378;1385,317992;994,4324655;0;115,7216394;0;0;848,5173022;358,8695799;0;0;191,87771;605,6558954;653,8260603
été;CA2;ECA237;37;19;B16;106,0765678;318,5533452;369,4106174;1525,627953;0;108,3861546;181,7247453;573,5303073;4128,841329;6349,598525;928,3177173;1371,536831;467,253891;588,9534084;363,5488962;0;177,7629048;0;0;775,3193524;367,1556249;0;0;163,7257443;456,6281092;746,7866788
été;CA2;ECA238;38;21;A32;107,4483877;399,9488693;415,7394422;2001,770874;73,21657936;137,2071588;393,9885908;688,9761769;2643,765156;5183,565742;247,2049956;1014,830377;870,1889206;1252,070594;489,4417875;228,77776;100,2121032;0;0;1000,409232;531,4477835;846,8212911;1257,291188;457,4681039;767,972153;2691,312856
été;CA2;ECA239;39;22;A33;110,4067671;424,5513624;746,5855807;3710,234012;110,7940147;159,0538599;284,9309907;794,1720277;4111,933644;6823,0875;1160,836249;1836,172286;478,8782447;914,7179502;538,020145;0;113,2505117;0;0;701,9099817;384,9817741;1100,021156;0;190,6964267;487,5535507;789,5650623
été;CA2;ECA240;40;23;B10b;94,52356434;668,1687282;4844,955559;12987,8808;0;80,07747555;702,2397637;5316,464395;3604,148253;4966,982356;1348,068914;1274,964453;5191,044369;21891,22033;8775,554358;0;308,9787173;0;0;963,8354595;356,8942565;765,9648795;0;304,4993984;0;1170,905682
été;CA2;ECA241;41;25;A29;108,5847338;319,705489;485,6720545;2131,892169;59,73836424;102,5148811;253,5399153;664,4899876;3127,846498;4876,595185;1326,516648;1544,627655;1631,953083;1186,794205;1262,342366;0;209,7291922;0;148,0898336;989,1698363;484,9871991;591,964039;698,2507221;249,8227198;606,9776115;1775,146124
été;CA2;ECA242;42;26;A11;100,290944;280,6880157;361,542068;1497,954885;91,94102049;122,6737101;205,530249;674,2021579;4328,900306;7885,434262;1172,307116;1834,704825;467,6768384;826,6355169;402,815752;200,3062954;117,3852384;0;0;669,7391975;268,5154067;0;0;214,8924916;452,2244149;688,2528783
été;CA2;ECA243;43;27;A26;99,6781923;161,1288473;237,7103879;872,5454285;71,73435599;82,98478768;118,855935;337,3811495;3779,749649;7547,551891;1069,594024;1838,039111;361,4395485;479,3196381;282,2918321;0;88,89163646;0;0;652,6693295;239,4069054;0;0;176,1694497;415,869487;721,9507837
été;CA2;ECA244;44;28;A30;74,52119178;171,6197309;207,4085602;916,0821399;39,88625025;65,77401323;125,6221133;56,20130643;3303,376756;5230,711078;661,6282657;1313,512675;416,5041521;489,9697458;253,7372735;0;107,921314;0;276,7351909;926,02876;361,0935903;776,6655774;693,7360064;0;655,4219362;1291,188832
été;CA2;ECA245;45;29;A27;81,65523358;182,8090616;185,9006866;815,0179447;0;63,65552366;124,5430667;381,576019;4467,499892;6719,823732;822,520958;1616,503549;350,2335807;349,3004352;226,3128489;103,6316631;74,07522536;0;0;841,9407687;379,6720577;850,4728168;0;280,1455766;646,3699632;1395,751869
été;CA2;ECA246;46;30;A28;96,18334268;308,6685591;385,9676962;1608,713984;47,4208698;89,76879949;134,6601808;71,43619118;2833,170246;4776,98513;726,1032083;1173,16974;602,8546507;228,1870168;397,3184312;0;61,61836271;0;0;855,7187564;604,6461452;508,3214217;0;230,4473442;363,6958338;832,8289082
été;CA2;ECA247;47;31;A25;97,56809191;363,492938;431,385721;1851,187322;56,98163657;91,0744928;209,5000428;720,4481806;3293,666108;4999,93612;773,3732313;1509,365466;1637,98027;1100,391806;666,5967079;0;98,66873169;0;1016,426362;871,2713044;0;980,1102003;0;389,717718;921,1090995;1853,963505
été;CA2;ECA248;48;32;A02;118,3951689;284,9617906;286,2195521;1371,401165;65,33541313;112,8612782;252,142184;506,2837873;4377,11758;5961,303825;652,6996509;1328,965248;584,6006661;664,0396199;354,5381359;791,5729137;675,3155035;222,8684672;0;1091,106377;875,3306896;955,5277219;835,9471824;470,0245081;751,5956166;0
été;CA2;ECA249;49;33;A01;100,099456;262,1738455;238,2985128;1091,335393;61,66035993;94,24178132;182,4461567;441,5877586;4536,740879;6086,052086;780,8795227;1895,575502;534,7706132;524,8681742;296,539273;790,188037;611,7009529;236,4115384;0;971,8247025;824,3377087;687,6252807;734,6225119;316,4915293;394,2230694;0
été;CA2;ECA250;50;34;B12;93,74668433;210,2222191;245,3553006;933,8710916;47,27789631;74,18034025;166,5609211;423,7768371;3288,441404;4492,870283;486,5339948;943,9598994;400,6498013;533,8387916;342,6306509;0;49,65446246;0;96,34050925;1000,778018;310,3841413;419,2371179;626,9925746;211,6360763;466,0529201;1734,108585
